post_id,path,date,time,rubric,status,topic,title,tier,timezone,cultural_zone,factcheck_confidence,visual_status
AC-05.02-08-00-Global-Radar,2026/02/05/AC-05.02-08-00-Global-Radar.md,2026-02-05,08:02,"Альманах-Мейн, Радар, Генезис100",ГОТОВ,#GLOBAL_EVENT_RADAR: ДАЙДЖЕСТ 05.02. ТЕКТОНИКА ПАМЯТИ И ТИШИНЫ,,,Europe/Riga,,,
AC-05.02-08-30-Alchemy-Saturn,2026/02/05/AC-05.02-08-30-Alchemy-Saturn.md,2026-02-05,08:02,"Альманах-Мейн, Астро, Сатурн, Генезис100",ГОТОВ,#ALCHEMY_OF_SYNC: САТУРН В РЫБАХ. ТЕКТОНИКА ГЛУБИНЫ,,,Europe/Riga,,,
AC-05.02-09-00-Burroughs-V2,2026/02/05/AC-05.02-09-00-Burroughs-V2.md,2026-02-05,09:02,"Альманах-Мейн, Берроуз, Генезис100, Visual Atlas",ГОТОВ,#MIND_JUBILEE: УИЛЬЯМ БЕРРОУЗ. ВИРУС ЯЗЫКА И ТЕКТОНИКА КОНТРОЛЯ,,,Europe/Riga,,,
AC-05.02-09-00-MindJubilee-Burroughs,2026/02/05/AC-05.02-09-00-MindJubilee-Burroughs.md,2026-02-05,09:02,"Альманах-Мейн, Берроуз, Лингвистика, Генезис100",ГОТОВ,#MIND_JUBILEE: УИЛЬЯМ БЕРРОУЗ. ЯЗЫК КАК ВИРУС ИЗ КОСМОСА,,,Europe/Riga,,,
AC-05.02-12-00-Cathedral-Anniversary,2026/02/05/AC-05.02-12-00-Cathedral-Anniversary.md,2026-02-05,12:02,"Альманах-Мейн, Милан, Архитектура, Генезис100, Grade S",ГОТОВ,#CATHEDRAL_ANNIVERSARY: МИЛАНСКИЙ СОБОР. ВЕРТИКАЛЬ К БОГУ,,,Europe/Riga,,,
AC-05.02-15-00-Symbolism-Keys,2026/02/05/AC-05.02-15-00-Symbolism-Keys.md,2026-02-05,15:02,"Альманах-Мейн, Символизм, Ключи, Генезис100",ГОТОВ,#SYMBOLISM: КЛЮЧИ. АРХИТЕКТУРА ДОСТУПА И ТАЙНЫ,,,Europe/Riga,,,
AC-05.02-18-00-Global-Echo-Olympics,2026/02/05/AC-05.02-18-00-Global-Echo-Olympics.md,2026-02-05,18:02,"Альманах-Мейн, Олимпиада, Милан, Архитектура, Генезис100",ГОТОВ,#GLOBAL_ECHO: ОЛИМПИАДА 2026. АРХИТЕКТУРА ПОБЕДЫ В МИЛАНЕ,,,Europe/Riga,,,
AC-05.02-21-00-NightReflection-Silence,2026/02/05/AC-05.02-21-00-NightReflection-Silence.md,2026-02-05,21:02,"Альманах-Мейн, Рефлексия, Тишина, Генезис100",ГОТОВ,#NIGHT_REFLECTION: ВЕЧЕРНЯЯ ТИШИНА. АРХИТЕКТУРА ПАУЗЫ,,,Europe/Riga,,,
AC-05.02-22-00-Vogue-Visual-Metal-Glass,2026/02/05/AC-05.02-22-00-Vogue-Visual-Metal-Glass.md,2026-02-05,22:02,"Альманах-Мейн, Текстура, Металл, Стекло, Генезис100",ГОТОВ,#VOGUE_VISUAL: МЕТАЛЛ И СТЕКЛО. ГЕОМЕТРИЯ ХОЛОДНОГО БЛЕСКА,,,Europe/Riga,,,
NB-05.02-09-30-WorldTradition-Runeberg,2026/02/05/NB-05.02-09-30-WorldTradition-Runeberg.md,2026-02-05,09:02,"Альманах-Соседи, Финляндия, Рунеберг, Генезис100",ГОТОВ,"#WORLD_TRADITION: ДЕНЬ РУНЕБЕРГА. ПОЭЗИЯ, САХАР И ФИНСКИЙ МОНОЛИТ",,,Europe/Riga,,,
NB-05.02-12-30-ArtifactCode-Window,2026/02/05/NB-05.02-12-30-ArtifactCode-Window.md,2026-02-05,12:02,"Альманах-Соседи, Север, Фольклор, Генезис100",ГОТОВ,#ARTIFACT_CODE: ОКНО КАК ПОРОГ. САКРАЛЬНЫЙ ВЗГЛЯД СЕВЕРА,,,Europe/Riga,,,
NB-05.02-18-30-LuxuryLore-Cashmere,2026/02/05/NB-05.02-18-30-LuxuryLore-Cashmere.md,2026-02-05,18:02,"Альманах-Соседи, Кашмир, Кашемир, Генезис100",ГОТОВ,#LUXURY_LORE: КАШЕМИР. МЯГКОЕ ЗОЛОТО ГИМАЛАЕВ,,,Europe/Riga,,,
NB-05.02-21-30-FolkStory-Kalevala,2026/02/05/NB-05.02-21-30-FolkStory-Kalevala.md,2026-02-05,21:02,"Альманах-Соседи, Финляндия, Калевала, Миф, Генезис100",ГОТОВ,#FOLK_STORY_NIGHT: КАЛЕВАЛА. РОЖДЕНИЕ МИРА ИЗ ЯЙЦА И ТЕРПЕНИЯ,,,Europe/Riga,,,
SW-05.02-10-00-GastroHistory-Nutella,2026/02/05/SW-05.02-10-00-GastroHistory-Nutella.md,2026-02-05,10:02,"Альманах-Свит, Пьемонт, Джандуйя, Visual Atlas",ГОТОВ,#GASTRO_HISTORY: АЛХИМИЯ ДЕФИЦИТА. КАК РОДИЛАСЬ NUTELLA,,,Europe/Riga,,,
SW-05.02-14-00-PastryTechnique-Ganache,2026/02/05/SW-05.02-14-00-PastryTechnique-Ganache.md,2026-02-05,14:02,"Альманах-Свит, Шоколад, Эмульсия, Visual Atlas",ГОТОВ,#PASTRY_TECHNIQUE: ГЛЯНЦЕВЫЙ ГАНАШ. ИНЖЕНЕРИЯ ЭМУЛЬСИИ,,,Europe/Riga,,,
SW-05.02-18-30-BalancePoint-Sugar,2026/02/05/SW-05.02-18-30-BalancePoint-Sugar.md,2026-02-05,18:02,"Альманах-Свит, ГликемическийИндекс, Visual Atlas",ГОТОВ,#BALANCE_POINT: АРХИТЕКТУРА СЛАДОСТИ. САХАР VS ЭТИКА ВКУСА,,,Europe/Riga,,,
SW-05.02-20-00-HedonistRitual-FirstSpoon,2026/02/05/SW-05.02-20-00-HedonistRitual-FirstSpoon.md,2026-02-05,20:02,"Альманах-Свит, ASMR, Инсайд, Visual Atlas",ГОТОВ,#HEDONIST_RITUAL: АЛХИМИЯ ПЕРВОГО КАСАНИЯ. ТЕКСТУРНЫЙ РЕЗОНАНС,,,Europe/Riga,,,
SW-05.02-22-00-VogueVisual-Hazelnut,2026/02/05/SW-05.02-22-00-VogueVisual-Hazelnut.md,2026-02-05,22:02,"Альманах-Свит, Фундук, Макро, Текстуры, Visual Atlas",ГОТОВ,#VOGUE_VISUAL: ТЕМНЫЙ БАРХАТ ФУНДУКА. МИКРО-ТОПОГРАФИЯ.,,,Europe/Riga,,,
AC-06.02-08-00-GlobalRadar,2026/02/06/AC-06.02-08-00-GlobalRadar.md,2026-02-06,08:02,"Альманах-Мейн, Милан2026, Вайтанги, Wright, Visual Atlas",ГОТОВ,#GLOBAL_EVENT_RADAR: ТЕКТОНИКА ИГР И САкральный РИТМ МАОРІ,,,Europe/Riga,,,
AC-06.02-08-30-AlchemyOfSync-OlympicFire,2026/02/06/AC-06.02-08-30-AlchemyOfSync-OlympicFire.md,2026-02-06,08:02,"Альманах-Мейн, Марс-Овен, Милан2026, Visual Atlas",ГОТОВ,#ALCHEMY_OF_SYNC: ОЛИМПИЙСКИЙ ОГОНЬ. АСТРО-ПУЛЬС ИНИЦИАЦИИ,,,Europe/Riga,,,
AC-06.02-09-00-GlobalUnity,2026/02/06/AC-06.02-09-00-GlobalUnity.md,2026-02-06,09:02,"OmniCore V33.0, BIM-оптимизация, Ezra Stoller Style",ГОТОВ,#GLOBAL_UNITY_DAY: АРХИТЕКТУРА ЕДИНСТВА. МИЛАН 2026,,,Europe/Riga,,,
AC-06.02-12-00-ArchitectMemory-Wright,2026/02/06/AC-06.02-12-00-ArchitectMemory-Wright.md,2026-02-06,12:02,"Альманах-Мейн, ОрганическаяАрхитектура, Wright, Visual Atlas",ГОТОВ,#ARCHITECT_MEMORY: ФРЭНК ЛЛОЙД РАЙТ. ТЕКТОНИКА ПРИРОДЫ,,,Europe/Riga,,,
AC-06.02-15-00-SpaceMilestone-Moon,2026/02/06/AC-06.02-15-00-SpaceMilestone-Moon.md,2026-02-06,15:02,"Альманах-Мейн, Apollo14, ArtemisII, ТектоникаЛуны, Visual Atlas",ГОТОВ,#SPACE_MILESTONE: ЛУННАЯ ГОНКА. ОТ APOLLO 14 К СЕТЯМ ARTEMIS II,,,Europe/Riga,,,
AC-06.02-18-00-VogueVisual-Gold,2026/02/06/AC-06.02-18-00-VogueVisual-Gold.md,2026-02-06,18:02,"Альманах-Мейн, Золото, Милан2026, Тектоника, Visual Atlas",ГОТОВ,#VOGUE_VISUAL: ТЕКТОНИКА ЗОЛОТА. ИЕРАРХИЯ БЛЕСКА В МИЛАНЕ,,,Europe/Riga,,,
AC-06.02-21-00-NightReflection-OlympicFire,2026/02/06/AC-06.02-21-00-NightReflection-OlympicFire.md,2026-02-06,21:02,"Альманах-Мейн, Милан2026, ТектоникаТишины, Visual Atlas",ГОТОВ,#NIGHT_REFLECTION: ОГОНЬ ИГР. АРХИТЕКТУРА УГАСАЮЩЕЙ СУЕТЫ,,,Europe/Riga,,,
NB-06.02-09-30-WaitangiDay,2026/02/06/NB-06.02-09-30-WaitangiDay.md,2026-02-06,09:02,"Альманах-Нейборс, Маори, Руны, Visual Atlas",ГОТОВ,#VILLAGE_FOUNDATION: ДОГОВОР ВАЙТАНГИ. САКРАЛЬНЫЙ УЗЕЛ МАОРИ,,,Europe/Riga,,,
NB-06.02-12-30-TaMoko,2026/02/06/NB-06.02-12-30-TaMoko.md,2026-02-06,12:02,"Альманах-Нейборс, Маори, Та-моко, Visual Atlas",ГОТОВ,#CRAFT_TRADITION: ТА-МОКО. ИСКУССТВО РЕЗЬБЫ ПО ЖИВОЙ ПЛОТИ,,,Europe/Riga,,,
NB-06.02-14-00-OlympicVibe-Start,2026/02/06/NB-06.02-14-00-OlympicVibe-Start.md,2026-02-06,14:02,"Олимпиада, Милан, Керлинг, Фигурка",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#OLYMPIC_VIBE: ТИХИЙ СТАРТ. ПЕРВЫЕ ПОБЕДЫ.,,,Europe/Riga,,,
NB-06.02-15-30-FolkStory-Islands,2026/02/06/NB-06.02-15-30-FolkStory-Islands.md,2026-02-06,15:02,"Альманах-Нейборс, Маори, Maui, Традиция, Visual Atlas",ГОТОВ,#FOLK_STORY_NIGHT: СОЗДАНИЕ ОСТРОВОВ. ВЕЛИКАЯ РЫБА МАУИ,,,Europe/Riga,,,
NB-06.02-18-30-CostumeDay-Tapa,2026/02/06/NB-06.02-18-30-CostumeDay-Tapa.md,2026-02-06,18:02,"Альманах-Нейборс, Тапа, Полинезия, Эко-стиль, Visual Atlas",ГОТОВ,"#COSTUME_DAY: ТКАНИ ОКЕАНИИ. ТАПА - ОДЕЖДА, КОТОРАЯ РАСТЕТ НА ДЕРЕВЬЯХ",,,Europe/Riga,,,
NB-06.02-21-00-OlympicVibe-Opening,2026/02/06/NB-06.02-21-00-OlympicVibe-Opening.md,2026-02-06,21:02,"Олимпиада, Милан, ЖивойРепортаж",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#OLYMPIC_VIBE: МИЛАН В ОГНЕ. СТАРТ XXV ЗИМНИХ ИГР.,,,Europe/Riga,,,
NB-06.02-21-30-VibeCheck-Haka,2026/02/06/NB-06.02-21-30-VibeCheck-Haka.md,2026-02-06,21:02,"Альманах-Нейборс, Хака, Ка Мате, Энергия, Visual Atlas",ГОТОВ,"#GLOBAL_VIBE_CHECK: ГАКА. РИТМ, ПОДНИМАЮЩИЙ МЕРТВЫХ",,,Europe/Riga,,,
NB-06.02-22-30-OlympicVibe-Recap,2026/02/06/NB-06.02-22-30-OlympicVibe-Recap.md,2026-02-06,22:02,"Олимпиада, Милан, Кортина, Рекап",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#OLYMPIC_VIBE: ЦЕРЕМОНИЯ ОТКРЫТИЯ. ГАРМОНИЯ ДВУХ ОГНЕЙ.,,,Europe/Riga,,,
SW-06.02-10-00-SignatureCake-PannaCotta,2026/02/06/SW-06.02-10-00-SignatureCake-PannaCotta.md,2026-02-06,10:02,"Альманах-Свит, Италия, Кофе, Желатин, OmniCore V33.0",ГОТОВ,#SIGNATURE_CAKE: ПАННА-КОТТА С ЭСПРЕССО. КОД ИДЕАЛЬНОЙ ПЛОТНОСТИ,,,Europe/Riga,,,
SW-06.02-14-00-Technique-Gelatin,2026/02/06/SW-06.02-14-00-Technique-Gelatin.md,2026-02-06,14:02,"Альманах-Свит, Желатин, Молекулярная физика, Текстуры",ГОТОВ,#PASTRY_TECHNIQUE: ЖЕЛАТИНОВЫЕ МАССЫ. КОД СТАБИЛЬНОСТИ.,,,Europe/Riga,,,
SW-06.02-17-00-LegacyCode-ItalianCream,2026/02/06/SW-06.02-17-00-LegacyCode-ItalianCream.md,2026-02-06,17:02,"Альманах-Свит, Италия, Mascarpone, Ricotta, Ломбардия",ГОТОВ,#LEGACY_CODE: СЕКРЕТ ИТАЛЬЯНСКИХ СЛИВОК. ТЕКСТУРА БЕЗ ВРЕМЕНИ.,,,Europe/Riga,,,
SW-06.02-20-00-SweetDream-Grappa,2026/02/06/SW-06.02-20-00-SweetDream-Grappa.md,2026-02-06,20:02,"Альманах-Свит, Граппа, Темный шоколад, Ночной ритуал",ГОТОВ,#SWEET_DREAM: ГРАППА И ШОКОЛАД. АЛХИМИЯ ОГНЯ И ЗЕМЛИ.,,,Europe/Riga,,,
SW-06.02-22-00-VogueVisual-Chantilly,2026/02/06/SW-06.02-22-00-VogueVisual-Chantilly.md,2026-02-06,22:02,"Альманах-Свит, Шантильи, Макро, Белый на белом, Visual Atlas",ГОТОВ,#VOGUE_VISUAL: БЕЛОСНЕЖНЫЙ ШЕЛК СЛИВОК. ЭСТЕТИКА ОБЛАКА.,,,Europe/Riga,,,
AC-07.02-08-00-GlobalRadar,2026/02/07/AC-07.02-08-00-GlobalRadar.md,2026-02-07,08:02,"Альманах-Архитектор, Гренада, Диккенс, Олимпиада 2026",ГОТОВ,#GLOBAL_EVENT_RADAR: ДАЙДЖЕСТ 07.02. ГЕОМЕТРИЯ ПРАВ И ЦИКЛОВ.,,,Europe/Riga,,,
AC-07.02-12-00-LawFoundation-Declaration,2026/02/07/AC-07.02-12-00-LawFoundation-Declaration.md,2026-02-07,12:02,"Альманах-Архитектор, Права человека, Юридический монолит",ГОТОВ,#LAW_FOUNDATION: ДЕКЛАРАЦИЯ ПРАВ ЧЕЛОВЕКА. АРХИТЕКТУРА СВОБОДЫ.,,,Europe/Riga,,,
AC-07.02-15-00-MindJubilee-Foucault,2026/02/07/AC-07.02-15-00-MindJubilee-Foucault.md,2026-02-07,15:02,"Альманах-Архитектор, Фуко, Паноптикум, Власть, Контроль",ГОТОВ,#MIND_JUBILEE: МИШЕЛЬ ФУКО. ТЕЛО И ВЛАСТЬ.,,,Europe/Riga,,,
AC-07.02-18-00-SystemReform-Napoleon,2026/02/07/AC-07.02-18-00-SystemReform-Napoleon.md,2026-02-07,18:02,"Альманах-Архитектор, Наполеон, Конституция VIII года, Дизайн государства",ГОТОВ,#SYSTEM_REFORM_DATE: РЕФОРМЫ НАПОЛЕОНА. МАСТЕР-ПЛАН ИМПЕРИИ.,,,Europe/Riga,,,
AC-07.02-21-00-NightReflection-Reason,2026/02/07/AC-07.02-21-00-NightReflection-Reason.md,2026-02-07,21:02,"Альманах-Архитектор, Просвещение, Рационализм, Наполеон, Фуко",ГОТОВ,#NIGHT_REFLECTION: СВЕТ РАЗУМА. НАВИГАЦИЯ В ХАОСЕ.,,,Europe/Riga,,,
NB-07.02-09-30-CarnivalRite-Mask,2026/02/07/NB-07.02-09-30-CarnivalRite-Mask.md,2026-02-07,09:02,"Альманах-Нейборс, Венеция, Маска, Ремесло, Visual Atlas",ГОТОВ,#CARNIVAL_RITE: ВЕНЕЦИАНСКИЙ КАРНАВАЛ 2026. МАГИЯ ТРАНСФОРМАЦИИ.,,,Europe/Riga,,,
NB-07.02-12-30-VillageFoundation-Tuscany,2026/02/07/NB-07.02-12-30-VillageFoundation-Tuscany.md,2026-02-07,12:02,"Альманах-Нейборс, Тоскана, Этруски, Ландшафт, Visual Atlas",ГОТОВ,#VILLAGE_FOUNDATION: ПОСЕЛЕНИЯ ТОСКАНЫ. КАМЕННЫЕ КОРНИ ИТАЛИИ.,,,Europe/Riga,,,
NB-07.02-15-30-CostumeDay-Provence,2026/02/07/NB-07.02-15-30-CostumeDay-Provence.md,2026-02-07,15:02,"Альманах-Нейборс, Прованс, Boutis, Les Indiennes, Visual Atlas",ГОТОВ,#COSTUME_DAY: ТКАНИ ПРОВАНСА. ИНДИГО И СОЛНЦЕ.,,,Europe/Riga,,,
NB-07.02-18-30-WaterBlessing-Ganges,2026/02/07/NB-07.02-18-30-WaterBlessing-Ganges.md,2026-02-07,18:02,"Альманах-Нейборс, Варанаси, Ритуал, Огонь и вода, Visual Atlas",ГОТОВ,#WATER_BLESSING: ГАНГ. САКРАЛЬНОЕ ОМОВЕНИЕ.,,,Europe/Riga,,,
NB-07.02-21-30-FolkStoryNight-Lorelei,2026/02/07/NB-07.02-21-30-FolkStoryNight-Lorelei.md,2026-02-07,21:02,"Альманах-Нейборс, Германия, Рейн, Сирена, Поэзия",ГОТОВ,"#FOLK_STORY_NIGHT: ЛЕГЕНДА О ЛОРЕЛЕЕ. ГОЛОС, ОБРЕЧЕННЫЙ НА ВЕЧНОСТЬ.",,,Europe/Riga,,,
NB-07.02-22-30-OlympicDiary-Day1,2026/02/07/NB-07.02-22-30-OlympicDiary-Day1.md,2026-02-07,22:02,"Олимпиада, Биатлон, Антхольц, Дневник",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#OLYMPIC_DIARY: ДЕНЬ 1. ТИШИНА ПЕРЕД ВЫСТРЕЛОМ.,,,Europe/Riga,,,
SW-07.02-10-00-VintageBake-Cloudberry,2026/02/07/SW-07.02-10-00-VintageBake-Cloudberry.md,2026-02-07,10:02,"Альманах-Свит, Морошка, Северная кухня, Винтаж, Full Recipe Mandate",ГОТОВ,#VINTAGE_BAKE: ПИРОГ С МОРОШКОЙ. ЗОЛОТО СЕВЕРА.,,,Europe/Riga,,,
SW-07.02-14-00-PastryTechnique-Crumble,2026/02/07/SW-07.02-14-00-PastryTechnique-Crumble.md,2026-02-07,14:02,"Альманах-Свит, Штрейзель, Крамбл, Рецепт, V8-Sync",ГОТОВ,#PASTRY_TECHNIQUE: ХРУСТЯЩИЙ КРАМБЛ. ИНИЦИАЛИЗАЦИЯ ТЕКСТУРЫ.,,,Europe/Riga,,,
SW-07.02-17-00-BalancePoint-EcoDessert,2026/02/07/SW-07.02-17-00-BalancePoint-EcoDessert.md,2026-02-07,17:02,"Альманах-Свит, Эко-десерты, Пектин, Без сахара, Рецепт",ГОТОВ,#BALANCE_POINT: ЭКО-ДЕСЕРТИ. ЧИСТЫЙ СОСТАВ КАК НОВАЯ РОСКОШЬ.,,,Europe/Riga,,,
SW-07.02-20-00-SweetDream-MapleTaffy,2026/02/07/SW-07.02-20-00-SweetDream-MapleTaffy.md,2026-02-07,20:02,"Альманах-Свит, Кленовый сироп, Снег, Канада, Рецепт",ГОТОВ,#SWEET_DREAM: СОН О СЕВЕРНОМ САХАРЕ. КЛЕНОВЫЕ ИРИСКИ.,,,Europe/Riga,,,
SW-07.02-22-00-VogueVisual-FrostedBerries,2026/02/07/SW-07.02-22-00-VogueVisual-FrostedBerries.md,2026-02-07,22:02,"Альманах-Свит, Клюква, Брусника, Лед, Рецепт",ГОТОВ,#VOGUE_VISUAL: ТЕКСТУРА ЛЬДА И ЯГОД. КРИСТАЛЬНЫЙ РУБИН.,,,Europe/Riga,,,
AC-08.02-08-00-GlobalRadar,2026/02/08/AC-08.02-08-00-GlobalRadar.md,2026-02-08,08:02,"Альманах-Архитектор, Жюль Верн, Менделеев, Олимпиада 2026",ГОТОВ,#GLOBAL_EVENT_RADAR: ДАЙДЖЕСТ 08.02. ТОЧКА ОПОРЫ.,,,Europe/Riga,,,
AC-08.02-12-00-StateGenesis-Byzantium,2026/02/08/AC-08.02-12-00-StateGenesis-Byzantium.md,2026-02-08,12:02,"Альманах-Архитектор, Византия, Коронация, Теократия, Лев I",ГОТОВ,#STATE_GENESIS: ИМПЕРАТОР ЛЕВ I. АРХИТЕКТУРА САКРАЛЬНОЙ ВЛАСТИ.,,,Europe/Riga,,,
AC-08.02-15-00-ArchitectMemory-ZahaHadid,2026/02/08/AC-08.02-15-00-ArchitectMemory-ZahaHadid.md,2026-02-08,15:02,"Альманах-Архитектор, Заха Хадид, RIBA Gold Medal, Деконструктивизм",ГОТОВ,#ARCHITECT_MEMORY: ЗАХА ХАДИД. КОРОЛЕВА КРИВЫХ.,,,Europe/Riga,,,
AC-08.02-18-00-ScienceRevelation-Mendeleev,2026/02/08/AC-08.02-18-00-ScienceRevelation-Mendeleev.md,2026-02-08,18:02,"Альманах-Архитектор, Менделеев, Периодический закон, Порядок",ГОТОВ,#SCIENCE_REVELATION: ТАБЛИЦА МЕНДЕЛЕЕВА. АРХИТЕКТУРА МАТЕРИИ.,,,Europe/Riga,,,
AC-08.02-21-00-VogueVisual-Molecular,2026/02/08/AC-08.02-21-00-VogueVisual-Molecular.md,2026-02-08,21:02,"Альманах-Архитектор, Химия, Кристаллы, Структура",ГОТОВ,#VOGUE_VISUAL: МОЛЕКУЛЯРНЫЙ ПОРЯДОК. КРИСТАЛЛИЧЕСКАЯ ЭСТЕТИКА.,,,Europe/Riga,,,
NB-08.02-09-30-VillageFoundation-Lapland,2026/02/08/NB-08.02-09-30-VillageFoundation-Lapland.md,2026-02-08,09:02,"Альманах-Нейборс, Саамы, Лапландия, Снег, Оленеводство",ГОТОВ,#VILLAGE_FOUNDATION: ДЕРЕВНИ ЛАПЛАНДИИ. ЖИЗНЬ НА КРАЮ СВЕТА.,,,Europe/Riga,,,
NB-08.02-12-30-CostumeDay-Sami,2026/02/08/NB-08.02-12-30-CostumeDay-Sami.md,2026-02-08,12:02,"Альманах-Нейборс, Саамы, Гакти, Текстиль, Visual Atlas",ГОТОВ,#COSTUME_DAY: СААМСКИЙ КОСТЮМ ГАКТИ. ЦВЕТА ПОЛЯРНОЙ НОЧИ.,,,Europe/Riga,,,
NB-08.02-15-30-OracleOmen-Aurora,2026/02/08/NB-08.02-15-30-OracleOmen-Aurora.md,2026-02-08,15:02,"Альманах-Нейборс, Аврора, Саамы, Мифы, Приметы",ГОТОВ,#ORACLE_OMEN: СЕВЕРНОЕ СИЯНИЕ. ТАНЕЦ ДУХОВ.,,,Europe/Riga,,,
NB-08.02-18-30-VillageFoundation-Porvoo,2026/02/08/NB-08.02-18-30-VillageFoundation-Porvoo.md,2026-02-08,18:02,"Альманах-Нейборс, Финляндия, Порвоо, Дерево, История",ГОТОВ,#VILLAGE_FOUNDATION: ПОРВОО. КРАСНЫЕ СТЕНЫ У РЕКИ.,,,Europe/Riga,,,
NB-08.02-21-30-FolkStoryNight-SnowQueen,2026/02/08/NB-08.02-21-30-FolkStoryNight-SnowQueen.md,2026-02-08,21:02,"Альманах-Нейборс, Андерсен, Сказка, Зеркало, Холод",ГОТОВ,#FOLK_STORY_NIGHT: СНЕЖНАЯ КОРОЛЕВА. ВЕЧНОСТЬ И РОЗЫ.,,,Europe/Riga,,,
NB-08.02-22-30-OlympicDiary-Day2,2026/02/08/NB-08.02-22-30-OlympicDiary-Day2.md,2026-02-08,22:02,"Олимпиада, ГорныеЛыжи, Кортина, Дневник",ГОТОВ (VISUAL LAYOUT V3.0 - TRAVEL LOG),#OLYMPIC_DIARY: ДЕНЬ 2. ЛЁД И ПЛАМЯ КОРТИНЫ.,,,Europe/Riga,,,
SW-08.02-10-00-TraditionRecipe-AppleStrudel,2026/02/08/SW-08.02-10-00-TraditionRecipe-AppleStrudel.md,2026-02-08,10:02,"Альманах-Свит, Венский штрудель, Вытяжное тесто, Яблоки",ГОТОВ,#TRADITION_RECIPE: ВЕНСКИЙ ШТРУДЕЛЬ. АЛХИМИЯ ПРОЗРАЧНОСТИ.,,,Europe/Riga,,,
SW-08.02-14-00-PastryTechnique-StrudelDough,2026/02/08/SW-08.02-14-00-PastryTechnique-StrudelDough.md,2026-02-08,14:02,"Альманах-Свит, Тесто, Глютен, Эластичность",ГОТОВ,#PASTRY_TECHNIQUE: ВЫТЯЖНОЕ ТЕСТО. ФИЗИКА ГЛЮТЕНА.,,,Europe/Riga,,,
SW-08.02-17-00-ExpertCuration-Books,2026/02/08/SW-08.02-17-00-ExpertCuration-Books.md,2026-02-08,17:02,"Альманах-Свит, Книги, Обучение, Pierre Herme, Bachour",ГОТОВ,#EXPERT_CURATION: ТОП-5 КНИГ ДЛЯ КОНДИТЕРА-АЛХИМИКА.,,,Europe/Riga,,,
SW-08.02-17-00-ExpertCuration-Books2026,2026/02/08/SW-08.02-17-00-ExpertCuration-Books2026.md,2026-02-08,17:02,"Альманах-Свит, Sift, Nicola Lamb, Gateaux",ГОТОВ,#EXPERT_CURATION: НОВЫЕ БИБЛИИ КОНДИТЕРА. РЕЛИЗЫ 2024-2026.,,,Europe/Riga,,,
SW-08.02-20-00-HedonistRitual-VienneseCoffee,2026/02/08/SW-08.02-20-00-HedonistRitual-VienneseCoffee.md,2026-02-08,20:02,"Альманах-Свит, Вена, Айншпеннер, Сливки, Эспрессо",ГОТОВ,#HEDONIST_RITUAL: АЙНШПЕННЕР. КОФЕ ВЕНСКИХ ИЗВОЗЧИКОВ.,,,Europe/Riga,,,
SW-08.02-22-00-SingleNote-Vanilla,2026/02/08/SW-08.02-22-00-SingleNote-Vanilla.md,2026-02-08,22:02,"Альманах-Свит, Ваниль, Экстракция, Аромат",ГОТОВ,#SINGLE_NOTE: КРИСТАЛЛИЧЕСКАЯ ВАНИЛЬ. МОЛЕКУЛА C8H8O3.,,,Europe/Riga,,,
AC-09.02-08-30-AlchemySync-Pluto,2026/02/09/AC-09.02-08-30-AlchemySync-Pluto.md,2026-02-09,08:02,"Альманах-Архитектор, Плутон, Водолей, Трансформация",ГОТОВ,#ALCHEMY_OF_SYNC: ПЛУТОН В ВОДОЛЕЕ. ТЕКТОНИКА СИСТЕМ.,,,Europe/Riga,,,
AC-09.02-12-00-CathedralAnniversary-NotreDame,2026/02/09/AC-09.02-12-00-CathedralAnniversary-NotreDame.md,2026-02-09,12:02,"Альманах-Архитектор, Нотр-Дам, Реставрация, Виолле-ле-Дюк",ГОТОВ,#CATHEDRAL_ANNIVERSARY: НОТР-ДАМ. КОД ВОССТАНОВЛЕНИЯ.,,,Europe/Riga,,,
AC-09.02-15-00-MindJubilee-Dostoevsky,2026/02/09/AC-09.02-15-00-MindJubilee-Dostoevsky.md,2026-02-09,15:02,"Альманах-Архитектор, Достоевский, Философия, Психология",ГОТОВ,#MIND_JUBILEE: ФЕДОР ДОСТОЕВСКИЙ. АРХИТЕКТУРА ДУШИ.,,,Europe/Riga,,,
AC-09.02-18-00-SystemReform-DigitalDemocracy,2026/02/09/AC-09.02-18-00-SystemReform-DigitalDemocracy.md,2026-02-09,18:02,"Альманах-Архитектор, Технологии, Реформа, Свобода",ГОТОВ,#SYSTEM_REFORM_DATE: ЦИФРОВАЯ ДЕМОКРАТИЯ. КОД УЧАСТИЯ.,,,Europe/Riga,,,
AC-09.02-21-00-VoiceOfStreet-Resonance,2026/02/09/AC-09.02-21-00-VoiceOfStreet-Resonance.md,2026-02-09,21:02,"Альманах-Архитектор, Звук, Город, Резонанс",ГОТОВ,#VOICE_OF_STREET: ГОЛОС ГОРОДА. АКУСТИЧЕСКАЯ ЭКОЛОГИЯ.,,,Europe/Riga,,,
